Time,Occupancy,behavior_code
79653.76268644618,4,0
79820.51864461738,4,0
79987.27460278859,4,0
80154.0305609598,3,0
80320.786519131,3,0
80487.54247730221,3,0
80654.29843547339,3,0
80821.05439364463,3,0
80987.81035181582,3,0
81154.56630998701,4,0
81321.32226815824,4,0
81488.07822632944,4,0
81654.83418450065,4,0
81821.59014267186,3,0
81988.34610084306,3,0
82155.10205901427,3,0
82321.85801718548,3,0
82488.61397535668,3,0
82655.3699335279,4,0
82822.12589169909,3,0
82988.8818498703,3,0
83155.6378080415,4,0
83322.39376621271,4,0
83489.14972438391,3,0
83655.90568255512,3,0
83822.66164072634,2,0
83989.41759889753,2,0
84156.17355706875,2,0
84322.92951523994,2,0
84489.68547341115,2,0
84656.44143158237,2,0
84823.19738975356,2,0
84989.95334792478,2,0
85156.70930609597,2,0
85323.46526426719,2,0
85490.2212224384,3,0
85656.9771806096,3,0
85823.73313878081,3,0
85990.489096952,2,0
86157.24505512322,3,0
86324.00101329443,2,0
86490.75697146563,3,0
86657.51292963684,3,0
86824.26888780804,3,0
86991.02484597925,3,0
87157.78080415046,4,0
87324.53676232166,4,0
87491.29272049287,4,0
87658.04867866407,4,0
87824.80463683528,3,0
87991.56059500651,3,0
88158.31655317769,3,0
88325.0725113489,3,0
88491.8284695201,3,0
88658.58442769131,3,0
88825.34038586252,4,0
88992.09634403374,3,0
89158.85230220492,3,0
89325.60826037613,4,0
89492.36421854734,4,0
89659.12017671856,4,0
89825.87613488975,4,0
89992.63209306098,4,0
90159.38805123216,4,0
90326.14400940338,4,0
90492.89996757463,4,0
90659.65592574578,3,0
90826.411883917,3,0
90993.16784208821,3,0
91159.92380025939,3,0
91326.6797584306,3,0
91493.43571660182,3,0
91660.19167477304,3,0
91826.94763294424,3,0
91993.70359111542,3,0
92160.45954928664,3,0
92327.21550745783,3,0
92493.97146562906,3,0
92660.72742380026,3,0
92827.48338197148,3,0
92994.23934014268,3,0
93160.99529831386,3,0
93327.75125648508,3,0
93494.50721465627,3,0
93661.2631728275,3,0
93828.0191309987,3,0
93994.77508916993,3,0
94161.53104734114,4,0
94328.28700551232,4,0
94495.04296368352,4,0
94661.79892185473,3,0
94828.55488002594,4,0
94995.31083819717,4,0
95162.06679636837,4,0
95328.82275453956,3,0
95495.57871271076,3,0
95662.33467088196,4,0
95829.0906290532,4,0
95995.84658722435,4,0
96162.60254539561,3,0
96329.3585035668,3,0
96496.114461738,3,0
96662.87041990922,4,0
96829.62637808039,3,0
96996.38233625164,3,0
97163.13829442284,3,0
97329.89425259404,3,0
97496.65021076523,3,0
97663.40616893645,3,0
97830.16212710766,3,0
97996.91808527887,3,0
98163.67404345008,3,0
98330.43000162127,3,0
98497.18595979248,3,0
98663.94191796368,3,0
98830.69787613489,3,0
98997.4538343061,3,0
99164.20979247733,3,0
99330.96575064851,4,0
99497.72170881972,3,0
99664.47766699092,3,0
99831.23362516213,3,0
99997.98958333331,3,0
100164.74554150453,3,0
100331.50149967577,3,0
100498.25745784695,3,0
100665.01341601816,3,0
100831.76937418936,3,0
100998.52533236057,3,0
101165.28129053178,3,0
101332.03724870297,3,0
101498.7932068742,3,0
101665.54916504539,3,0
101832.3051232166,3,0
101999.06108138783,3,0
102165.817039559,3,0
102332.57299773024,3,0
102499.32895590142,3,0
102666.08491407264,3,0
102832.84087224383,3,0
102999.59683041504,3,0
103166.35278858627,3,0
103333.10874675744,3,0
103499.86470492867,3,0
103666.62066309988,3,0
103833.37662127108,3,0
104000.13257944226,3,0
104166.88853761347,3,0
104333.64449578473,3,0
104500.40045395592,3,0
104667.15641212712,3,0
104833.91237029832,3,0
105000.66832846953,3,0
105167.42428664073,3,0
105334.18024481193,3,0
105500.93620298314,3,0
105667.69216115435,3,0
105834.44811932556,3,0
106001.20407749676,3,0
106167.96003566797,3,0
106334.71599383916,3,0
106501.47195201037,3,0
106668.22791018158,3,0
106834.98386835279,3,0
107001.739826524,3,0
107168.4957846952,3,0
107335.2517428664,3,0
107502.0077010376,3,0
107668.76365920882,3,0
107835.51961738002,4,0
108002.27557555123,3,0
108169.03153372245,3,0
108335.78749189363,3,0
108502.54345006488,3,0
108669.29940823604,3,0
108836.05536640726,3,0
109002.81132457848,3,0
109169.56728274967,3,0
109336.32324092087,3,0
109503.07919909207,3,0
109669.8351572633,3,0
109836.59111543454,3,0
110003.3470736057,3,0
110170.10303177693,3,0
110336.85898994813,3,0
110503.61494811931,3,0
110670.37090629054,3,0
110837.12686446174,3,0
111003.88282263296,3,0
111170.63878080416,3,0
111337.39473897537,3,0
111504.15069714656,3,0
111670.90665531775,3,0
111837.66261348898,3,0
112004.41857166018,4,0
112171.1745298314,4,0
112337.9304880026,4,0
112504.68644617383,4,0
112671.442404345,4,0
112838.1983625162,4,0
113004.95432068742,4,0
113171.71027885865,4,0
113338.46623702985,4,0
113505.22219520106,4,0
113671.97815337224,4,0
113838.73411154345,4,0
114005.49006971465,3,0
114172.24602788586,3,0
114339.00198605708,4,0
114505.75794422829,3,0
114672.51390239947,3,0
114839.26986057068,4,0
115006.0258187419,5,0
115172.7817769131,4,0
115339.53773508428,4,0
115506.29369325553,4,0
115673.04965142671,4,0
115839.80560959793,4,0
116006.56156776914,4,0
116173.31752594035,4,0
116340.07348411155,4,0
116506.82944228276,4,0
116673.58540045394,4,0
116840.34135862516,4,0
117007.09731679635,4,0
117173.85327496758,4,0
117340.60923313875,4,0
117507.36519131,4,0
117674.12114948119,4,0
117840.8771076524,4,0
118007.6330658236,4,0
118174.38902399481,4,0
118341.14498216602,4,0
118507.90094033725,4,0
118674.65689850846,4,0
118841.41285667964,4,0
119008.16881485085,4,0
119174.92477302205,4,0
119341.68073119324,4,0
119508.43668936445,4,0
119675.19264753569,4,0
119841.94860570687,4,0
120008.70456387807,4,0
120175.4605220493,4,0
120342.21648022052,4,0
120508.9724383917,4,0
120675.72839656287,4,0
120842.48435473412,4,0
121009.24031290533,4,0
121175.99627107652,4,0
121342.75222924775,4,0
121509.50818741892,4,0
121676.26414559016,4,0
121843.02010376134,4,0
122009.77606193256,4,0
122176.53202010375,4,0
122343.28797827494,4,0
122510.04393644618,4,0
122676.79989461738,4,0
122843.55585278859,4,0
123010.3118109598,4,0
123177.067769131,4,0
123343.82372730221,4,0
123510.57968547339,4,0
123677.33564364465,4,0
123844.09160181586,4,0
124010.84755998706,4,0
124177.60351815824,4,0
124344.35947632945,4,0
124511.11543450065,4,0
124677.87139267185,4,0
124844.62735084305,4,0
125011.38330901427,4,0
125178.13926718547,4,0
125344.89522535668,4,0
125511.6511835279,4,0
125678.40714169908,4,0
125845.16309987027,4,0
126011.9190580415,4,0
126178.67501621273,4,0
126345.43097438393,4,0
126512.18693255512,4,0
126678.94289072635,4,0
126845.69884889752,4,0
127012.45480706875,4,0
127179.21076523994,4,0
127345.96672341115,4,0
127512.72268158234,4,0
127679.47863975355,4,0
127846.23459792475,4,0
128012.99055609596,4,0
128179.7465142672,5,0
128346.5024724384,5,0
128513.25843060961,4,0
128680.0143887808,4,0
128846.77034695199,4,0
129013.52630512322,3,0
129180.28226329446,3,0
129347.03822146564,4,0
129513.79417963685,4,0
129680.55013780805,4,0
129847.30609597926,4,0
130014.06205415045,4,0
130180.81801232164,4,0
130347.57397049287,4,0
130514.32992866408,4,0
130681.08588683528,4,0
130847.84184500652,4,0
131014.59780317768,4,0
131181.3537613489,4,0
131348.10971952011,4,0
131514.86567769133,4,0
131681.6216358625,4,0
131848.37759403372,4,0
132015.13355220493,4,0
132181.88951037615,4,0
132348.64546854733,4,0
132515.40142671854,4,0
132682.15738488975,4,0
132848.91334306097,4,0
133015.66930123218,4,0
133182.42525940336,4,0
133349.18121757454,4,0
133515.93717574578,5,0
133682.693133917,4,0
133849.4490920882,4,0
134016.2050502594,4,0
134182.9610084306,4,0
134349.71696660182,4,0
134516.47292477306,4,0
134683.22888294427,4,0
134849.98484111542,4,0
135016.74079928664,4,0
135183.49675745785,4,0
135350.25271562903,4,0
135517.00867380027,4,0
135683.76463197145,4,0
135850.52059014267,4,0
136017.27654831388,4,0
136184.0325064851,4,0
136350.7884646563,4,0
136517.5444228275,4,0
136684.3003809987,4,0
136851.0563391699,3,0
137017.81229734112,3,0
137184.56825551233,3,0
137351.32421368352,4,0
137518.08017185473,4,0
137684.83613002597,4,0
137851.59208819715,4,0
138018.34804636837,4,0
138185.10400453955,4,0
138351.85996271073,4,0
138518.61592088194,4,0
138685.37187905321,4,0
138852.1278372244,4,0
139018.88379539558,4,0
139185.6397535668,4,0
139352.395711738,4,0
139519.15166990922,4,0
139685.90762808046,4,0
139852.6635862516,4,0
140019.41954442282,4,0
140186.17550259404,4,0
140352.93146076525,4,0
140519.68741893643,4,0
140686.44337710764,4,0
140853.19933527886,4,0
141019.95529345007,4,0
141186.71125162128,3,0
141353.4672097925,4,0
141520.22316796368,4,0
141686.97912613492,4,0
141853.7350843061,4,0
142020.4910424773,4,0
142187.24700064852,4,0
142354.0029588197,5,0
142520.75891699092,4,0
142687.51487516213,4,0
142854.27083333337,4,0
143021.02679150456,4,0
143187.78274967574,4,0
143354.53870784695,4,0
143521.29466601813,4,0
143688.05062418935,4,0
143854.80658236062,4,0
144021.56254053177,4,0
144188.31849870298,4,0
144355.0744568742,4,0
144521.83041504538,4,0
144688.58637321662,4,0
144855.3423313878,4,0
145022.098289559,4,0
145188.85424773025,4,0
145355.61020590144,4,0
145522.36616407265,4,0
145689.12212224386,4,0
145855.87808041504,4,0
146022.63403858626,4,0
146189.38999675747,4,0
146356.14595492868,4,0
146522.90191309983,4,0
146689.65787127108,4,0
146856.41382944232,4,0
147023.1697876135,4,0
147189.92574578465,4,0
147356.6817039559,4,0
147523.4376621271,4,0
147690.19362029832,4,0
147856.94957846953,4,0
148023.70553664071,4,0
148190.46149481193,4,0
148357.21745298314,4,0
148523.97341115435,4,0
148690.72936932553,4,0
148857.48532749675,4,0
149024.24128566796,4,0
149190.99724383914,4,0
149357.75320201038,4,0
149524.5091601816,4,0
149691.26511835278,4,0
149858.021076524,4,0
150024.7770346952,4,0
150191.5329928664,4,0
150358.28895103766,4,0
150525.0449092088,4,0
150691.80086738002,4,0
150858.55682555126,4,0
151025.31278372245,4,0
151192.06874189366,4,0
151358.82470006484,4,0
151525.58065823605,4,0
151692.33661640724,4,0
151859.09257457848,4,0
152025.84853274972,4,0
152192.60449092087,4,0
152359.36044909208,4,0
152526.1164072633,4,0
152692.87236543448,4,0
152859.62832360572,4,0
153026.3842817769,4,0
153193.14023994812,4,0
153359.89619811933,4,0
153526.65215629054,4,0
153693.40811446175,4,0
153860.16407263294,4,0
154026.92003080415,4,0
154193.67598897536,4,0
154360.43194714654,4,0
154527.18790531778,4,0
154693.94386348894,4,0
154860.69982166018,4,0
155027.45577983142,4,0
155194.2117380026,4,0
155360.96769617382,4,0
155527.723654345,4,0
155694.47961251618,4,0
155861.23557068742,4,0
156027.99152885866,4,0
156194.74748702985,4,0
156361.50344520106,4,0
156528.25940337224,3,0
156695.01536154345,3,0
156861.77131971467,3,0
157028.52727788588,3,0
157195.28323605706,4,0
157362.03919422827,4,0
157528.79515239949,4,0
157695.5511105707,4,0
157862.30706874188,4,0
158029.0630269131,4,0
158195.8189850843,4,0
158362.57494325552,4,0
158529.33090142673,4,0
158696.08685959794,4,0
158862.84281776912,4,0
159029.59877594037,4,0
159196.35473411155,4,0
159363.11069228276,4,0
159529.86665045394,4,0
159696.62260862516,4,0
159863.37856679634,4,0
160030.13452496758,4,0
160196.89048313882,4,0
160363.64644131,4,0
160530.4023994812,4,0
160697.1583576524,4,0
160863.91431582358,4,0
161030.67027399482,4,0
161197.42623216606,4,0
161364.18219033722,4,0
161530.93814850846,4,0
161697.69410667964,4,0
161864.45006485085,4,0
162031.20602302204,4,0
162197.96198119325,4,0
162364.71793936446,4,0
162531.47389753567,4,0
162698.2298557069,4,0
162864.98581387807,4,0
163031.74177204928,4,0
163198.4977302205,4,0
163365.2536883917,4,0
163532.00964656292,4,0
163698.7656047341,4,0
163865.52156290528,4,0
164032.27752107652,4,0
164199.03347924777,4,0
164365.78943741895,3,0
164532.5453955901,3,0
164699.30135376134,3,0
164866.05731193256,3,0
165032.81327010374,3,0
165199.56922827498,3,0
165366.32518644616,3,0
165533.08114461738,3,0
165699.8371027886,3,0
165866.5930609598,4,0
166033.34901913098,4,0
166200.1049773022,4,0
166366.8609354734,4,0
166533.61689364462,4,0
166700.37285181586,4,0
166867.12880998704,4,0
167033.88476815826,4,0
167200.64072632944,4,0
167367.39668450065,4,0
167534.15264267186,4,0
167700.90860084307,4,0
167867.66455901426,3,0
168034.42051718547,3,0
168201.17647535668,3,0
168367.9324335279,3,0
168534.6883916991,3,0
168701.4443498703,3,0
168868.2003080415,3,0
169034.95626621268,3,0
169201.71222438393,3,0
169368.46818255517,3,0
169535.22414072632,3,0
169701.98009889753,4,0
169868.73605706875,4,0
170035.49201523993,4,0
170202.24797341114,4,0
170369.00393158235,4,0
170535.75988975356,4,0
170702.51584792478,4,0
170869.271806096,4,0
171036.0277642672,4,0
171202.78372243838,4,0
171369.5396806096,4,0
171536.2956387808,4,0
171703.05159695202,4,0
171869.80755512323,4,0
172036.56351329444,4,0
172203.31947146566,4,0
172370.07542963687,4,0
172536.83138780805,4,0
172703.58734597926,4,0
172870.34330415045,4,0
173037.09926232163,4,0
173203.85522049287,4,0
173370.61117866408,4,0
173537.3671368353,4,0
173704.12309500648,4,0
173870.8790531777,4,0
174037.6350113489,4,0
174204.39096952011,4,0
174371.14692769133,4,0
174537.9028858625,4,0
174704.65884403372,4,0
174871.41480220493,4,0
175038.17076037615,4,0
175204.92671854736,4,0
175371.68267671854,4,0
175538.43863488975,4,0
175705.19459306097,4,0
175871.95055123218,4,0
176038.7065094034,4,0
176205.46246757454,4,0
176372.21842574578,4,0
176538.974383917,4,0
176705.7303420882,4,0
176872.48630025942,4,0
177039.24225843058,4,0
177205.99821660185,4,0
177372.75417477306,4,0
177539.51013294427,4,0
177706.26609111542,4,0
177873.02204928664,4,0
178039.77800745785,4,0
178206.53396562906,4,0
178373.28992380027,4,0
178540.04588197145,4,0
178706.80184014267,4,0
178873.55779831388,4,0
179040.31375648512,4,0
179207.0697146563,4,0
179373.8256728275,4,0
179540.5816309987,4,0
179707.33758916988,4,0
179874.09354734112,4,0
180040.84950551233,4,0
180207.60546368352,4,0
180374.36142185482,4,0
180541.11738002594,4,0
180707.87333819715,4,0
180874.6292963684,4,0
181041.38525453952,4,0
181208.1412127108,4,0
181374.897170882,4,0
181541.65312905321,4,0
181708.40908722446,4,0
181875.16504539558,4,0
182041.9210035668,4,0
182208.676961738,4,0
182375.43291990922,4,0
182542.18887808046,4,0
182708.9448362516,4,0
182875.70079442282,4,0
183042.45675259407,4,0
183209.21271076525,4,0
183375.9686689365,4,0
183542.72462710764,4,0
183709.48058527886,4,0
183876.23654345007,4,0
184042.99250162128,4,0
184209.7484597925,4,0
184376.50441796368,4,0
184543.2603761349,4,0
184710.0163343061,4,0
184876.7722924773,5,0
185043.52825064847,4,0
185210.28420881968,4,0
185377.04016699086,4,0
185543.7961251621,4,0
185710.55208333328,4,0
185877.30804150453,4,0
186044.06399967574,4,0
186210.81995784686,4,0
186377.57591601816,4,0
186544.33187418935,4,0
186711.0878323606,4,0
186877.84379053177,4,0
187044.59974870298,4,0
187211.35570687425,4,0
187378.11166504535,4,0
187544.86762321665,4,0
187711.6235813878,4,0
187878.37953955896,4,0
188045.13549773023,4,0
188211.89145590144,4,0
188378.64741407265,4,0
188545.40337224386,4,0
188712.15933041504,4,0
188878.91528858626,4,0
189045.67124675747,4,0
189212.42720492868,4,0
189379.18316309983,4,0
189545.9391212711,4,0
189712.69507944235,4,0
189879.45103761356,4,0
190046.20699578468,4,0
190212.9629539559,4,0
190379.7189121271,4,0
190546.47487029832,4,0
190713.23082846953,4,0
190879.98678664074,4,0
191046.74274481199,4,0
191213.4987029832,4,0
191380.25466115432,4,0
191547.0106193256,4,0
191713.76657749675,4,0
191880.52253566802,4,0
192047.27849383926,4,0
192214.03445201038,4,0
192380.7904101816,4,0
192547.5463683528,4,0
192714.302326524,4,0
192881.0582846952,4,0
193047.8142428664,4,0
193214.57020103766,4,0
193381.32615920878,4,0
193548.08211738,4,0
193714.8380755513,4,0
193881.59403372247,4,0
194048.34999189366,4,0
194215.10595006484,4,0
