Time,Observation,Reward,Action
20180926-150001,"[0.00391007 0.00293255 0.02737048 0.49560117 0.0058651  0.00684262
 0.0058651  0.01955034 0.00391007 0.00293255 0.02737048 0.49560117
 0.0058651  0.00684262 0.0058651  0.01955034 0.00391007 0.00195503
 0.03910068 0.48680352 0.00782014 0.01466276 0.02346041 0.00879765
 0.00195503 0.00391007 0.02248289 0.48289345 0.0058651  0.00195503
 0.0058651  0.03323558 0.00293255 0.00293255 0.01955034 0.48973607
 0.00391007 0.00391007 0.         0.00195503]",2.805474095796676,"[-0.73215514 -0.59971434 -0.7271497   0.54811007  0.80419415 -0.39689013
 -0.82630235 -0.83315355 -0.05726294 -0.28421044  0.7758376   0.44942442
 -0.07550196 -0.7615378   0.03172055 -0.18541649  0.8889271  -0.929308
  0.01514555  0.67945915  0.32205805 -0.02661468  0.7229714   0.6067063
 -0.8317938  -0.7451052   0.75539577  0.4420042  -0.27116868  0.4804927
  0.99583226 -0.40242913  0.61384284  0.35008892  0.43212712  0.6952616
  0.72862977  0.710173   -0.9349834  -0.45370176 -0.88015074 -0.14307986
  0.33798248  0.6721463   0.03328741  0.01320298 -0.5549396  -0.05687897
  0.6102993  -0.62838143  0.70416796 -0.05782802  0.9150616   0.2616381
 -0.34374633  0.722583   -0.04975998 -0.07767834 -0.8187102   0.06674125
  0.84329826  0.7081254   0.4487827  -0.597908  ]"
20180926-150021,"[0.00097752 0.00195503 0.01857283 0.485826   0.00782014 0.00977517
 0.01661779 0.00879765 0.00097752 0.00097752 0.01564027 0.48289345
 0.01075269 0.01564027 0.         0.         0.00097752 0.00097752
 0.02639296 0.49560117 0.03030303 0.06060606 0.         0.
 0.00195503 0.00782014 0.03616813 0.53958944 0.02248289 0.02639296
 0.01564027 0.01270772 0.00195503 0.00782014 0.03616813 0.53958944
 0.02248289 0.02639296 0.01564027 0.01270772]",3.017595307917888,"[ 0.9945145  -1.          0.9999995  -0.9973041  -0.99984556 -1.
  0.9987568  -0.99781024  1.          0.9980822   1.         -1.
  0.9856871  -0.9982409  -0.99770784 -0.99998623  0.9969517  -0.99646056
 -0.99905634  0.99997765 -0.9734341   1.         -0.9654291  -0.9982587
  0.9957402  -0.9977616   0.9983608   0.99775594 -0.9990125  -0.9999955
  0.9999993  -0.9999997  -0.9989741  -0.99999994 -0.9999992   0.9999999
 -0.99999976 -0.9975486   0.9879581   1.          0.99615264 -0.9953041
  0.9924328  -0.9999998   1.          0.9867741  -0.99947023 -0.9991017
  1.          0.9957473   0.9947388  -0.9999996  -0.9999999  -0.9991884
 -0.9999999   0.99775755  0.9751256  -0.9999998  -0.9999997   0.9999997
 -0.8688218  -0.9938229  -0.99685013  0.9974545 ]"
20180926-150039,"[0.00195503 0.00195503 0.03714565 0.48973607 0.00293255 0.00293255
 0.00782014 0.01270772 0.01173021 0.00097752 0.01466276 0.51710655
 0.01564027 0.01368524 0.         0.         0.01564027 0.00391007
 0.01466276 0.51710655 0.00977517 0.03225806 0.         0.
 0.02150538 0.01270772 0.02737048 0.49266862 0.03128055 0.02932551
 0.         0.         0.02150538 0.01270772 0.04301075 0.53958944
 0.02443793 0.028348   0.00488759 0.02639296]",3.0400782013685235,"[ 0.6487018  -0.9916255  -0.3143716   0.15814587 -0.7760477  -0.16470255
 -0.987249   -0.5041474   0.2649786  -0.48512444 -0.46021995  0.37401843
 -0.7683505   0.71847016  0.26945296 -0.27254838  0.04172176 -0.3563118
 -0.99470735  0.8440067  -0.5179377  -0.634849    0.43559712  0.4896879
  0.11728475  0.21228649 -0.01563814  0.5768316   0.01239905 -0.62550485
 -0.7657668  -0.33352453  0.42373908 -0.74649024  0.15754418  0.5363856
  0.7308054  -0.9233377   0.82404166 -0.05952093  0.5956454  -0.73656076
  0.6109466  -0.47295952  0.66976804 -0.8762245  -0.32665     0.16975828
 -0.924965   -0.04810172  0.23185255  0.675049   -0.44217864 -0.19266589
  0.5542143   0.50007635  0.55923575  0.00831627  0.9054214   0.42150503
 -0.4732479  -0.2424598  -0.6371923  -0.48964992]"
20180926-150044,"[0.0058651  0.00782014 0.02346041 0.51906158 0.01075269 0.01075269
 0.00879765 0.03128055 0.00097752 0.00293255 0.02346041 0.51906158
 0.00391007 0.00977517 0.00879765 0.03128055 0.00195503 0.01075269
 0.02248289 0.48680352 0.00293255 0.00293255 0.01368524 0.00488759
 0.00097752 0.00195503 0.02248289 0.48680352 0.01857283 0.01759531
 0.01368524 0.00488759 0.00097752 0.00195503 0.02248289 0.48680352
 0.01857283 0.01759531 0.01368524 0.00488759]",2.8983382209188657,"[ 0.9574453  -0.13913827  0.12316655  0.2773999  -0.98476315 -0.31392676
  0.49785987 -0.06573211  0.80953616 -0.49054655  0.30469653  0.66223323
  0.67515707  0.96954226 -0.5557605  -0.45739976  0.02994822  0.3880705
  0.2167767  -0.768177    0.75740045  0.9408705   0.5685511  -0.04137127
  0.98463416  0.7914705  -0.39572796  0.10387429 -0.8972779  -0.82153314
  0.44708422  0.24456814 -0.83634347 -0.15851519  0.2605562  -0.6008134
 -0.8490082  -0.34698611  0.53819287 -0.638521    0.15894768 -0.39609316
  0.02729277 -0.8817298   0.86324954  0.6884066   0.61086345  0.557999
  0.52914476  0.6942996  -0.3858351   0.5636885   0.529093    0.6052235
  0.20262556 -0.9171862   0.26643956  0.40475163  0.86280084  0.29494494
  0.53560793 -0.52585465  0.7767434   0.7126379 ]"
20180926-150045,"[0.00097752 0.00195503 0.02248289 0.48680352 0.01857283 0.01759531
 0.01368524 0.00488759 0.00097752 0.00195503 0.02248289 0.48680352
 0.01857283 0.01759531 0.01368524 0.00488759 0.00097752 0.00195503
 0.02248289 0.48680352 0.01857283 0.01759531 0.01368524 0.00488759
 0.00097752 0.00195503 0.02248289 0.48680352 0.01857283 0.01759531
 0.01368524 0.00488759 0.00488759 0.00391007 0.01955034 0.48289345
 0.00097752 0.00195503 0.02052786 0.00391007]",2.8064516129032255,"[ 0.728468   -0.11843637 -0.7092997   0.16353583  0.04845418  0.42158297
 -0.6176683   0.7586701   0.65782255 -0.9999132  -0.3644315  -0.09610482
 -0.59021586 -0.99376494  0.61825144 -0.5827861   0.31567582 -0.46246538
 -0.41531944 -0.9966601   0.7762559   0.99574924 -0.49556893 -0.13755384
 -0.38174826 -0.5070501   0.0129869   0.28693095 -0.54075176  0.23974015
 -0.24438454 -0.78681207  0.68321705  0.9821877   0.48648676 -0.5949439
 -0.13365129 -0.8923217  -0.0957482   0.46843722 -0.5317706  -0.31510076
 -0.6413667  -0.33599696  0.09610198  0.44583467  0.8887991   0.3841275
  0.90748304  0.13994586  0.54840016 -0.40729523  0.559643    0.8371363
 -0.67759454  0.87993425 -0.50191694 -0.85885066  0.78574175 -0.11933586
  0.09654658 -0.5974201  -0.24696001  0.44345313]"
20180926-150046,"[0.00097752 0.00782014 0.01955034 0.48093842 0.01466276 0.02052786
 0.00097752 0.00391007 0.00097752 0.00782014 0.01955034 0.48093842
 0.01466276 0.02052786 0.00097752 0.00391007 0.00097752 0.00782014
 0.01955034 0.48093842 0.01466276 0.02052786 0.00097752 0.00391007
 0.00097752 0.00782014 0.01955034 0.48093842 0.01466276 0.02052786
 0.00097752 0.00391007 0.00097752 0.00782014 0.01955034 0.48093842
 0.01466276 0.02052786 0.00097752 0.00391007]",2.7468230694037143,"[ 0.99305284 -0.9999999   0.9999989  -0.9961139  -0.9997971  -1.
  0.9983017  -0.99727625  1.          0.997357    0.99999994 -0.99999994
  0.9839768  -0.99715424 -0.9974454  -0.99998415  0.9968053  -0.99474967
 -0.99873585  0.9999747  -0.96346056  1.         -0.9602969  -0.9975453
  0.9952493  -0.99641746  0.99766976  0.99724025 -0.9985785  -0.9999943
  0.9999984  -0.99999917 -0.99848926 -0.9999999  -0.9999985   0.9999999
 -0.99999976 -0.9965974   0.98709893  0.9999998   0.9949711  -0.9945204
  0.9907602  -1.          0.9999998   0.985635   -0.99925053 -0.99874616
  0.9999998   0.99580705  0.9931902  -0.9999993  -0.99999964 -0.9987186
 -0.9999999   0.9975354   0.9651286  -0.9999997  -0.99999964  0.9999996
 -0.8635338  -0.9920125  -0.9963491   0.99614996]"
20180926-150046,"[0.00097752 0.00782014 0.01955034 0.48093842 0.01466276 0.02052786
 0.00097752 0.00391007 0.00097752 0.00782014 0.01955034 0.48093842
 0.01466276 0.02052786 0.00097752 0.00391007 0.00782014 0.01564027
 0.02639296 0.46920821 0.00097752 0.0058651  0.00391007 0.00195503
 0.00684262 0.00488759 0.028348   0.49951124 0.00684262 0.01173021
 0.01270772 0.00195503 0.00097752 0.00391007 0.01955034 0.46432063
 0.01466276 0.0400782  0.         0.00097752]",2.7478005865102637,"[ 0.9921344  -0.9999999   0.99999905 -0.9958087  -0.99979186 -1.
  0.99841005 -0.99730045  1.          0.99722487  0.99999994 -1.
  0.98398346 -0.99742925 -0.9972577  -0.9999801   0.9967147  -0.99455595
 -0.99875593  0.99997306 -0.96558285  1.         -0.9652803  -0.9977922
  0.9949324  -0.9968264   0.99812144  0.99678326 -0.99848205 -0.9999948
  0.9999986  -0.9999994  -0.9985165  -1.0000001  -0.99999875  0.9999998
 -0.9999996  -0.99655646  0.9874171   1.          0.9952892  -0.9933719
  0.99038625 -1.          1.          0.98658997 -0.9992827  -0.99859977
  0.99999976  0.99576414  0.9944832  -0.9999993  -0.9999998  -0.998804
 -0.99999976  0.99764466  0.9642757  -0.9999998  -0.9999996   0.99999964
 -0.82532144 -0.9920817  -0.9965419   0.99686277]"
20180926-150047,"[0.00195503 0.00488759 0.02346041 0.46627566 0.00879765 0.00879765
 0.00391007 0.00195503 0.00195503 0.00488759 0.02346041 0.46627566
 0.00879765 0.00879765 0.00391007 0.00195503 0.00195503 0.00488759
 0.02346041 0.46627566 0.00879765 0.00879765 0.00391007 0.00195503
 0.00195503 0.00488759 0.02346041 0.46627566 0.00879765 0.00879765
 0.00391007 0.00195503 0.00195503 0.00488759 0.02346041 0.46627566
 0.00879765 0.00879765 0.00391007 0.00195503]",2.60019550342131,"[ 0.435841   -0.38197294 -0.9437548   0.4283621   0.07544357 -0.15266186
 -0.90784717  0.50570965 -0.92326593 -0.04805219 -0.45677394 -0.5626818
  0.67078155 -0.94948924 -0.9522412  -0.7323401  -0.68670964  0.34747115
 -0.7041329  -0.7766559   0.4669471   0.65868753 -0.5139575  -0.1554706
  0.7842736   0.2009888   0.3360001  -0.32138163  0.15918969 -0.2973526
 -0.59877616 -0.4141451  -0.23507069 -0.8129355   0.5044365  -0.015113
 -0.5122233   0.5519312   0.5766127  -0.3685461  -0.56127834 -0.7727296
  0.10337262 -0.43259218  0.6581009   0.3704815  -0.26424164  0.7042329
 -0.9113648   0.74428505 -0.5535283   0.3627723  -0.46581057  0.19048458
 -0.49525768 -0.8006767  -0.19228667  0.6721439  -0.9021388  -0.06497116
  0.5211452   0.1831454  -0.4421851  -0.8706008 ]"
20180926-150048,"[0.02346041 0.01075269 0.02541544 0.48484848 0.00879765 0.01173021
 0.0058651  0.00488759 0.00293255 0.01368524 0.01661779 0.48387097
 0.01173021 0.01075269 0.00293255 0.00782014 0.00879765 0.01075269
 0.01661779 0.48387097 0.00293255 0.0058651  0.0058651  0.00391007
 0.00195503 0.01368524 0.04203324 0.48875855 0.00195503 0.03812317
 0.00293255 0.00391007 0.00195503 0.00097752 0.02248289 0.4916911
 0.00977517 0.01173021 0.00391007 0.        ]",2.8005865102639294,"[-0.7386382   0.8763183  -0.01733652 -0.36353174  0.24922156  0.741061
  0.9691871   0.22651532 -0.48547694 -0.9811035   0.07385475  0.41016564
  0.3066663   0.81613785  0.09977353 -0.25425723 -0.24715483  0.974462
 -0.26746392 -0.33137286 -0.00404906 -0.8897586   0.4839105  -0.7038318
  0.65155685  0.47608966  0.59020245 -0.770639   -0.58705133  0.09903245
  0.24395385  0.97419745 -0.40387917 -0.92987627 -0.55703866  0.53384674
  0.47099593  0.15439427  0.18453664  0.53532463 -0.58323556 -0.5721714
 -0.41294166  0.9900788  -0.8347566   0.3248838   0.9423625  -0.27483806
 -0.4751986  -0.34192201  0.2181675  -0.722332    0.28698298 -0.0765165
 -0.8435131  -0.45579064  0.81066334 -0.5542773  -0.803382   -0.65077657
  0.04646943 -0.65029556  0.8487418   0.49154678]"
20180926-150049,"[0.00293255 0.00391007 0.01955034 0.48289345 0.01075269 0.01564027
 0.0058651  0.00097752 0.00293255 0.00391007 0.01955034 0.48289345
 0.01075269 0.01564027 0.0058651  0.00097752 0.00293255 0.00391007
 0.01955034 0.48289345 0.01075269 0.01564027 0.0058651  0.00097752
 0.00293255 0.00391007 0.01955034 0.48289345 0.01075269 0.01564027
 0.0058651  0.00097752 0.00293255 0.00391007 0.01955034 0.48289345
 0.01075269 0.01564027 0.0058651  0.00097752]",2.7126099706744866,"[ 0.9928183  -0.9999999   0.9999989  -0.996295   -0.99977696 -1.
  0.99824464 -0.99710095  1.          0.9971797   1.         -0.99999994
  0.98381156 -0.99713826 -0.9972219  -0.9999817   0.9965295  -0.9947657
 -0.99864745  0.9999716  -0.96368575  1.         -0.959971   -0.99754196
  0.99489236 -0.99634844  0.99767995  0.99713033 -0.99851966 -0.99999356
  0.99999845 -0.99999917 -0.99845773 -0.9999998  -0.99999845  0.9999998
 -0.9999997  -0.99634     0.9870343   0.99999994  0.995076   -0.9942691
  0.99063855 -0.9999999   0.99999994  0.98550916 -0.9991857  -0.9986428
  1.          0.99539757  0.99267083 -0.9999993  -0.99999976 -0.9987182
 -0.99999976  0.9973848   0.96497244 -0.99999976 -0.99999946  0.9999995
 -0.8597617  -0.9918443  -0.9961381   0.9958554 ]"
